id,question,example_1,example_2,answer
63,"請你提供這個在於香港西貢的餐廳的描述: 六福菜館, 這是一間海鮮餐廳。",Restaurant 1: 避風塘興記 // Description: 歷經三代，原址在銅鑼灣，其後才遷到尖沙咀現址，這家由祖父輩創辦的餐廳一直以避風塘特色小菜為賣點。廚房由弟弟掌舵，大家姐則負責領導服務團隊。海鮮每天新鮮進貨，供應有限，不妨於訂座時預留，招牌菜包括避風塘炒蟹、燒鴨湯河及艇仔粥，前者更可選擇不同辣度。座位不多，食客須到齊方能入座。,Restaurant 2: 容龍 // Description: 容龍在本區可謂赫赫有名，裝修後換上更時尚的佈置，新增更多私人廂房，滿足注重私人空間的食客，其中兩間更坐擁海畔美景。為數不少的客人會自攜海鮮加工，個別更不看主菜牌，直接從海鮮單上挑選食物。招牌菜包括芝士焗開邊龍蝦與砵酒焗生蠔；日間則有點心供應。,菜館藏身於西貢海鮮餐廳一帶的後街，佔地三層，門口未見一般海鮮餐館常設的大魚缸，僅以出色的烹調技巧吸引食客。以生猛海鮮炮製的小菜選料上乘，每一口都散發着鮮味。金湯魚蓉羹、椒鹽瀨尿蝦和鹽水蒸西貢魚仔是必吃菜式，傳統粵式小菜如椒鹽奇脆豆腐也值得一試。惟部分海鮮需預留，建議提早查詢。
64,"請你提供這個在於香港佐敦的餐廳的描述: 方太糕品舖, 這是一間街頭小吃餐廳。",Restaurant 1: 強記美食 // Description: 小店於2021年由路邊攤搬至此舖位，用餐環境比以前更舒適。馳名的臘味糯米飯依舊料豐味美，煎蝦米腸粉、花生旺菜豬骨粥等小食的味道亦不亞從前，菜單選擇更豐富。,Restaurant 2: 廟街牛什 // Description: 小店開業多年，深受街坊歡迎。牛什包括牛肚、牛腸、牛膀和牛肺，可單點或選雜錦口味，亦設不同份量。每款牛什皆吸收了濃郁的湯汁，配搭甜醬、芥辣或辣椒醬，各有風味。,於2022年遷到廟街，繼續提供每天人手蒸製的中式糕點，包括缽仔糕、白糖糕等。其配方用糖量較少，質感軟彈，味道層次分明，其中又以芝麻卷的味道特別濃郁。
65,"請你提供這個在於香港中環的餐廳的描述: 割烹凜, 這是一間日本菜餐廳。",Restaurant 1: 長本 // Description: 告別柏屋後，大廚長本先生在原址另闢新店，並以全新面貌迎接客人：主餐室的吧檯由深棕色樹幹製成，安坐於此可以欣賞到主廚在席前準備菜餚。供應單一菜單，以最鮮美的當季食材製成懷石料理，從頭盤到甜品，處處顯露主廚對食材的透徹了解。服務員更會於席間介紹菜式由來和相關日本風俗，十分有趣。,Restaurant 2: Godenya // Description: 位置隱蔽，須由The Wellington旁的樓梯往上走進內街方可到達。其門面和內部設計同樣簡潔，設有以百年樹齡的柏木製成的六人長桌，亦備有包廂。提供割烹風格的主廚發辦套餐，食材九成來自日本，菜單和食材均能反映當季獨有風味。廚師熟知日本清酒的特色，會按菜式調整酒品的溫度，以突出其風味。,由銀座名店吉武壽司與本地的志魂聯手創立，呈現輕鬆而獨特的割烹料理體驗。日籍主廚來自仙台，擅於以獨特的調味配合優質食材，表達濃厚的味道。他透過每季節變更的廚師發辦套餐，展示對日本海陸產物的珍視，不論生食或熟食，均突顯材料的自然風味。不妨配搭日本清酒佐餐。惟座位有限，建議提早訂座。
66,"請你提供這個在於香港中環的餐廳的描述: Clarence, 這是一間法國菜餐廳。",Restaurant 1: Caprice // Description: 古典優雅的裝潢富有格調，佐以醉人海景及貼心專業的服務，令用餐體驗盡善盡美。不妨先到酒吧呷杯雞尾酒，再享用各種法式美食。午膳提供四或五道菜的套餐，晚膳則有兩款各七道菜的菜單供選擇。不論何時到訪，都能體驗到廚師將高級食材發揮到極致的精湛烹調技巧。芝士和餐酒的選擇極為豐富，同樣不容錯過。,Restaurant 2: L'Envol // Description: 水晶吊燈、上等木材和雲石佈置，塑造出優雅的環境，開放式廚房讓人一窺法國主廚的手藝。服務無微不至，帶來精緻難忘的用餐體驗。僅提供套餐，皆以海鮮為主，不過菜單內容不時更新。當中，以日本海膽及法國小紅蝦製作的北海道海膽盒鮮味可口，絕不能錯過。獨家代理多款餐酒，並設杯裝，不妨向侍酒師查詢。,由法籍大廚Olivier Elzer創立，在亞洲生活多年的經驗，啟發他以清蒸、鐵板燒等東亞技巧呈現法國美食，包括一系列將油封鴨、青蛙腿等法式經典製成串燒的Yakifrenchy菜式。部份菜式更設計成可供多人共享。餐廳劃為四個區域，賦予多元的餐飲體驗。如果只想來點輕食，可選擇帶日式風格的Raw & Wine Bar。
67,"請你提供這個在於香港尖沙咀的餐廳的描述: 吉地士, 這是一間法國菜餐廳。",Restaurant 1: Clarence // Description: 由法籍大廚Olivier Elzer創立，在亞洲生活多年的經驗，啟發他以清蒸、鐵板燒等東亞技巧呈現法國美食，包括一系列將油封鴨、青蛙腿等法式經典製成串燒的Yakifrenchy菜式。部份菜式更設計成可供多人共享。餐廳劃為四個區域，賦予多元的餐飲體驗。如果只想來點輕食，可選擇帶日式風格的Raw & Wine Bar。,Restaurant 2: Belon // Description: 搬遷後一改以往的小酒館風格，裝潢更加亮麗高檔。主廚擅於以法式烹調技巧料理本地時令食材，他不僅重新構思餐廳的經典菜餚，更推出多款全新菜式。廚房前設四人吧檯座位，讓食客一邊欣賞烹調過程，一邊享用包含餐酒配搭的精選四人菜單，惟須預約。單點菜單則提供烤全雞等招牌菜，適合多人分享。,穿過專用入口便會到達這家於1953年開業的傳奇食府。前身是酒店宴會廳，原來的典雅格調依舊保存，餐室內盡是酒店的珍藏品。主廚採用歐洲及日本的優質食材，以現代法式手法演繹菜餚，菜式如法國藍龍蝦伴番茄果仁醬不容錯過。想要一趟與眾不同的體驗，可預訂位於廚房內的「廚師之桌」。
68,"請你提供這個在於香港屯門的餐廳的描述: 粤 (黃金海岸), 這是一間粵菜餐廳。",Restaurant 1: 唐閣 // Description: 開業逾三十年，各款粵式佳餚均由經驗豐富的廚房團隊主理，食物水準不言而喻，難怪能吸引食客再三前往。其北京片皮鴨、三葱爆龍蝦、釀焗鮮蟹蓋皆深受歡迎，用料十足的湯羹更加不容錯過。在等待美食的時候，不妨欣賞四周高雅的布藝裝飾、一絲不苟的餐桌佈置和一系列引人入勝的藝術品。,Restaurant 2: 金紫荊生記 // Description: 於2021年開始由生記接手營運，廚房團隊以新鮮、優質食材及時令海鮮，炮製口味地道的粤菜及精美點心。菜單上除了生記四十多年來的傳統招牌菜式，更加入限量供應的懷舊手工菜，如金錢雞和香葱海鹽煎馬友，後者以整條馬友起肉去骨製成，調味出色，十分可口。餐廳毗鄰金紫荊廣場，坐擁醉人維港美景。,位於黃金海岸酒店的地面層，優雅舒適的室內環境，與落地玻璃窗外的園林景致巧妙地配合起來。選擇豐富的餐單提供傳統懷舊及較創新的粵菜，廚師精選菜式如龍皇杏汁花膠燉白肺和星洲蝦醬炸雞件等，值得一試。邊品嘗美味的廣式點心，邊欣賞宜人的園林美景，實在是賞心樂事。
69,"請你提供這個在於香港銅鑼灣的餐廳的描述: Roganic, 這是一間歐陸菜餐廳。",Restaurant 1: 文華扒房+酒吧 // Description: 餐室由已故名家Sir Terence Conran設計，優雅而明亮，天花上的扇形圖案呼應着酒店的標誌，充滿巧思。供應多款來自美國、澳洲和日本、以木炭燒烤的優質肉品，同時有牛肉他他、煙三文魚等經典歐陸美食。食客亦可從菜單中選取前菜和甜品配搭扒類，組合成三或四道菜的套餐。,Restaurant 2: Neighborhood // Description: 位於荷李活道旁的小巷，低調的門面呼應着簡約裝潢，氣氛悠閒舒適。老闆兼主廚曾於美國習廚，擅長烹調海鮮菜式，每天會到漁市場採購本地海產，以香料烹製的燻魚尤其不能錯過。菜單設約二十種定期更換的小吃，如果想分享，不妨預訂北海道喜知次海鮮飯、羊肚菌鹽焗雞飯等菜式，又或向店員查詢當天的菜單。,英國大廚Simon Rogan的首家海外同名餐廳，崇尚自然有機，不單裝潢綠意盎然，更提倡產地直送概念，大量選用新界農場的有機食材，並在店內栽種各式微型菜苗。午市套餐價格相宜，另有九道菜及十二道菜的嘗味套餐，菜式看似簡單但滋味滿溢。客人更可以在吧檯享用甜品以及時令雞尾酒，並設有無酒精餐飲配對。
70,"請你提供這個在於香港銅鑼灣的餐廳的描述: 何洪記 (銅鑼灣), 這是一間粥麵餐廳。",Restaurant 1: 靠得住 (灣仔) // Description: 於灣仔扎根多年，靠得住的出品一如其名，從不令人失望。其粥品與別不同之處，乃採用魚湯作粥底，味道鮮美。粥品配料選擇繁多，特別推薦心肝寶貝粥。同時也供應多元化的食品，其中鹹肉粽、爽脆鯇魚皮和炸雲吞也值得一試。精選套餐更有不同的配搭。餐室簡潔光亮而舒適。,Restaurant 2: 正斗粥麵專家 (中環) // Description: 坐落於機鐵站上蓋，這家粥麵店每天接待逾千個顧客，當中大部分是在附近工作的上班族，繁忙時間到訪，便要有排隊久候和拼桌的準備。店內的招牌鮮蝦雲吞麵和乾炒牛河都是受歡迎之選。此外，生猛大蝦粥亦值得一試；若喜歡一盅兩件，餐廳亦供應多款點心。有別於傳統粥麵店，室內設計時尚舒適。,何洪記是香港歷史悠久的麵家之一，自四十年代起在灣仔區營業，多年來其招牌雲吞麵憑着麵條彈牙、湯底鮮甜而口碑載道；其粥品也很出色。遷至商場後，設計變得時尚，座位也更舒適，但重視食品質素的經營方針始終不變，更增加了食物種類，除粥麵外，還供應點心和廣式小菜，難怪吸引到不少客人到此用膳。
71,"請你提供這個在於香港灣仔的餐廳的描述: Trattoria Felino, 這是一間意大利菜餐廳。",Restaurant 1: Lucale // Description: 由兩位意籍大廚聯手經營，店內的肉類、芝士、餐酒等都由意大利空運到港，藉此帶給客人最地道的家鄉美食。特別推介自家製的意大利粉，尤其是配搭羊奶芝士和核桃麵包碎的黑松露意粉，香氣四溢，口感恰到好處。酒單豐富，且價格合理。美酒佳餚兼備，餐廳即使藏身於街巷裏，依然不乏捧場客。,Restaurant 2: Giando // Description: 意籍廚師Gianni Caprioli名下餐廳眾多，此店可視為其珍寶，自有其因由。位處鬧市中的寧謐一隅，別有洞天，室內設計精巧富心思；戶外座位氣氛輕鬆，適合用餐或淺酌。菜單中網羅意大利各地區的特色風味菜式，推薦招牌自製捲意粉及米蘭式小牛扒。酒單由身兼侍酒師的釀酒師設計，包羅多樣的意國佳釀，不妨細酌一番。,店面設計充滿意式風情，用餐氣氛輕鬆自在，適合朋友聚會。拿坡里主廚傳承祖母的食譜，為客人帶來家鄉味道。Carbonara Egg將蛋黃忌廉混合芝士及豬頰肉，再放入蛋殼之中，以創意再造經典。手工意粉同樣不容錯過，尤其是風味濃郁的和牛肉醬意粉。開業短短時間已成為城中熱門餐廳，建議提前訂座。
72,"請你提供這個在於香港中環的餐廳的描述: 旅, 這是一間創新菜餐廳。",Restaurant 1: 廚魔 // Description: 由灣仔移師中環後，空間變得更寬敞舒適。除了引人注目的開放式廚房，餐室不同角落也以藝術品點綴，全都由主廚老闆精心挑選，充分展示香港文化元素，作為獻給這座城市的讚歌。和以往一樣，只提供套餐，菜式極具創意和特色，不但融合中式元素，設計更帶有藝術感，處處顯露主廚的心思。,Restaurant 2: Vea // Description: 開放式廚房和櫃枱座位佔據餐室的主要位置，安坐此處可一睹廚師團隊揮灑自如的烹調過程。主廚採用中式及本地食材，結合現代法式烹飪技巧，展現中法聯乘的烹飪理念。他亦從自己的童年回憶和香港飲食文化獲取靈感，創作出八道菜的品嘗菜單，每道菜各有不同故事，滿載巧思。雞尾酒配搭饒富創意，值得一試。,日籍大廚佐藤秀明將「純粹、簡約、時令」奉為其烹調信條，同時樂於嘗試不同的烹調技巧及食材配搭。其創作糅合了法式烹調手法和來自日本的時令頂級食材，菜式的質感和味道皆別樹一幟，滋味非凡。從每天新鮮製作的發酵奶油及酸種麵包，以至配搭的亞洲餐酒及日本清酒，處處精彩，叫人回味難忘。
73,"請你提供這個在於香港灣仔的餐廳的描述: 家全七福 (灣仔), 這是一間粵菜餐廳。",Restaurant 1: 麗晶軒 // Description: 所在的酒店完成翻新，欣圖軒於2022年底改名為「麗晶軒」，並將入口遷回酒店大堂。裝潢以玉石為主題，精緻華美，遠眺窗外，更能細賞維港及香港島的美景。廚師團隊經驗豐富，他們以扎實技巧和上乘食材，製作出一道道傳統粵式佳餚。除了脆皮龍崗雞、脆釀鮮蟹蓋等經典菜式，午市點心同樣值得一試。,Restaurant 2: 口利福 // Description: 餐廳裝潢風格大膽：以麻將和招財貓點綴牆身，地庫掛有中西合璧的藝術品，加上背景響起的八十年代金曲，整室洋溢着熱鬧氣氛。菜單囊括傳統廣東菜及創意菜式，主廚巧妙地在經典菜餚中施以細微變化，令口味提升，例如用上沙薑製成的薑蓉來配搭脆皮三黃雞。部分菜式需提前預訂。,環境富麗堂皇，名稱則包含了東主父親的名字及其在兄弟中的排序，也有傳承父親廚藝之意。東主自十四歲跟隨父親習廚，以烹調高級功夫粵菜為長。其中，花膠燴雞絲羹用料豐富，令人齒頰留香。招牌菜大紅片皮乳豬以炭火烤製，油香四溢。菜單上亦有不少傳統菜式，如雞子戈渣、陳皮蒸牛肉餅等，皆值得一試。
